,,Week,Year,GID,Name,Pos,Team,h/a,Oppt,DK points,DK salary,Player,CALCAVGPPDOFFCmpPass,CALCAVGPPDOFFAttPass,CALCAVGPPDOFFCmp%Pass,CALCAVGPPDOFFYdsPass1,CALCAVGPPDOFFTDPass,CALCAVGPPDOFFIntPass,CALCAVGPPDOFFSkPass,CALCAVGPPDOFFYdsPass2,CALCAVGPPDOFFY/APass,CALCAVGPPDOFF1DPass,CALCAVGPPDOFFRateRec,CALCAVGPPDOFFTgtRec,CALCAVGPPDOFFRecRec,CALCAVGPPDOFFCtch%Rec,CALCAVGPPDOFFYdsRec,CALCAVGPPDOFFTDRec,CALCAVGPPDOFF1DRec,CALCAVGPPDOFFAttRush,CALCAVGPPDOFFYdsRush,CALCAVGPPDOFFY/ARush,CALCAVGPPDOFFTDRush,CALCAVGPPDOFF1DRush,CALCAVGPPDOFFSkYdsPass,OffenseUID,TmOFNS,CALCAVGPTDOFFPlaysOFNS,CALCAVGPTDOFFToGoOFNS,CALCAVGPTDOFFYdsOFNS,CALCAVGPTDOFF1st%OFNS,CALCAVGPTDOFFTO%OFNS,CALCAVGPTDOFFTDOFNS,CALCAVGPTDOFFFGOFNS,CALCAVGPTDOFFnanOFNS,CALCAVGPTDOFFIntOFNS,CALCAVGPTDOFFFmbOFNS,CALCAVGPTDOFFSkOFNS,CALCAVGPTDOFFPassOFNS,CALCAVGPTDOFFRushOFNS,CALCAVGPTDOFFFGOFNS1,CALCAVGPTDOFFPuntOFNS,CALCAVGPTDOFFGDFNS,CALCAVGPTDOFFPlaysDFNS,CALCAVGPTDOFFToGoDFNS,CALCAVGPTDOFFYdsDFNS,CALCAVGPTDOFF1st%DFNS,CALCAVGPTDOFFTO%DFNS,CALCAVGPTDOFFTDDFNS,CALCAVGPTDOFFFGDFNS,CALCAVGPTDOFFnanDFNS,CALCAVGPTDOFFIntDFNS,CALCAVGPTDOFFFmbDFNS,CALCAVGPTDOFFSkDFNS,CALCAVGPTDOFFPassDFNS,CALCAVGPTDOFFRushDFNS,CALCAVGPTDOFFFGDFNS1,CALCAVGPTDOFFPuntDFNS,CALCAVGPTDOFFRkALLSCR,CALCAVGPTDOFFTDALLSCR,CALCAVGPTDOFFXPAALLSCR,CALCAVGPTDOFFXPMALLSCR,CALCAVGPTDOFFFGAALLSCR,CALCAVGPTDOFFFGMALLSCR,CALCAVGPTDOFF2PAALLSCR,CALCAVGPTDOFF2PMALLSCR,CALCAVGPTDOFFSftyALLSCR,CALCAVGPTDOFFRkDSTSCR,CALCAVGPTDOFFKRDSTSCR,CALCAVGPTDOFFPRDSTSCR,CALCAVGPTDOFFIRDSTSCR,CALCAVGPTDOFFFRDSTSCR,CALCAVGPTDOFFORDSTSCR,CALCAVGPTDOFFRetTDDSTSCR,CALCAVGPTDOFFPtsFor,CALCAVGPTDOFFPtsAgainst,DefenseUID,Opponent,CALCAVGPTDOPPPlaysOFNS,CALCAVGPTDOPPToGoOFNS,CALCAVGPTDOPPYdsOFNS,CALCAVGPTDOPP1st%OFNS,CALCAVGPTDOPPTO%OFNS,CALCAVGPTDOPPTDOFNS,CALCAVGPTDOPPFGOFNS,CALCAVGPTDOPPnanOFNS,CALCAVGPTDOPPIntOFNS,CALCAVGPTDOPPFmbOFNS,CALCAVGPTDOPPSkOFNS,CALCAVGPTDOPPPassOFNS,CALCAVGPTDOPPRushOFNS,CALCAVGPTDOPPFGOFNS1,CALCAVGPTDOPPPuntOFNS,CALCAVGPTDOPPGDFNS,CALCAVGPTDOPPPlaysDFNS,CALCAVGPTDOPPToGoDFNS,CALCAVGPTDOPPYdsDFNS,CALCAVGPTDOPP1st%DFNS,CALCAVGPTDOPPTO%DFNS,CALCAVGPTDOPPTDDFNS,CALCAVGPTDOPPFGDFNS,CALCAVGPTDOPPnanDFNS,CALCAVGPTDOPPIntDFNS,CALCAVGPTDOPPFmbDFNS,CALCAVGPTDOPPSkDFNS,CALCAVGPTDOPPPassDFNS,CALCAVGPTDOPPRushDFNS,CALCAVGPTDOPPFGDFNS1,CALCAVGPTDOPPPuntDFNS,CALCAVGPTDOPPRkALLSCR,CALCAVGPTDOPPTDALLSCR,CALCAVGPTDOPPXPAALLSCR,CALCAVGPTDOPPXPMALLSCR,CALCAVGPTDOPPFGAALLSCR,CALCAVGPTDOPPFGMALLSCR,CALCAVGPTDOPP2PAALLSCR,CALCAVGPTDOPP2PMALLSCR,CALCAVGPTDOPPSftyALLSCR,CALCAVGPTDOPPRkDSTSCR,CALCAVGPTDOPPKRDSTSCR,CALCAVGPTDOPPPRDSTSCR,CALCAVGPTDOPPIRDSTSCR,CALCAVGPTDOPPFRDSTSCR,CALCAVGPTDOPPORDSTSCR,CALCAVGPTDOPPRetTDDSTSCR,CALCAVGPTDOPPPtsFor,CALCAVGPTDOPPPtsAgainst
733,317,4,2020,4736,Mo Alie-CoxTE15260867,TE,ind,a,chi,8.3,3900,Mo Alie-CoxTE15260867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,3.3333333333333335,0.9443333333333334,60.333333333333336,0.3333333333333333,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,10009,IND,76.33333333333333,7.733333333333333,5.033333333333333,0.27566666666666667,0.012666666666666666,2.0,2.6666666666666665,21.0,1.0,0.0,1.0,33.0,31.0,3.3333333333333335,2.0,1.0,64.33333333333333,8.166666666666666,3.5,0.19166666666666665,0.030333333333333334,1.6666666666666667,1.0,12.333333333333334,2.0,0.0,3.0,28.0,23.333333333333332,1.0,4.0,16.0,2.6666666666666665,2.6666666666666665,2.6666666666666665,3.3333333333333335,2.6666666666666665,0.0,0.0,0.6666666666666666,7.333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,26.666666666666668,15.0,10005,CHI,81.33333333333333,7.466666666666666,4.433333333333334,0.25133333333333335,0.016666666666666666,2.0,2.3333333333333335,20.333333333333332,1.0,0.3333333333333333,2.3333333333333335,42.333333333333336,24.0,3.3333333333333335,4.333333333333333,1.0,83.33333333333333,7.7,4.3999999999999995,0.25633333333333336,0.016,3.0,1.3333333333333333,21.333333333333332,1.3333333333333333,0.0,2.3333333333333335,40.666666666666664,28.333333333333332,2.0,4.0,22.333333333333332,2.0,2.0,1.6666666666666667,3.3333333333333335,2.3333333333333335,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,20.666666666666668,24.666666666666668
734,345,4,2020,4594,Jack DoyleTE15260867,TE,ind,a,chi,2.2,3500,Jack DoyleTE15260867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.75,49.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10009,IND,76.33333333333333,7.733333333333333,5.033333333333333,0.27566666666666667,0.012666666666666666,2.0,2.6666666666666665,21.0,1.0,0.0,1.0,33.0,31.0,3.3333333333333335,2.0,1.0,64.33333333333333,8.166666666666666,3.5,0.19166666666666665,0.030333333333333334,1.6666666666666667,1.0,12.333333333333334,2.0,0.0,3.0,28.0,23.333333333333332,1.0,4.0,16.0,2.6666666666666665,2.6666666666666665,2.6666666666666665,3.3333333333333335,2.6666666666666665,0.0,0.0,0.6666666666666666,7.333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,26.666666666666668,15.0,10005,CHI,81.33333333333333,7.466666666666666,4.433333333333334,0.25133333333333335,0.016666666666666666,2.0,2.3333333333333335,20.333333333333332,1.0,0.3333333333333333,2.3333333333333335,42.333333333333336,24.0,3.3333333333333335,4.333333333333333,1.0,83.33333333333333,7.7,4.3999999999999995,0.25633333333333336,0.016,3.0,1.3333333333333333,21.333333333333332,1.3333333333333333,0.0,2.3333333333333335,40.666666666666664,28.333333333333332,2.0,4.0,22.333333333333332,2.0,2.0,1.6666666666666667,3.3333333333333335,2.3333333333333335,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,20.666666666666668,24.666666666666668
735,27,4,2020,1539,Daniel JonesQB15260879,QB,nyg,a,lar,11.1,5100,Daniel JonesQB15260879,22.666666666666668,37.666666666666664,59.666666666666664,233.0,0.6666666666666666,1.3333333333333333,3.0,-17.333333333333332,6.133333333333333,13.0,68.23333333333333,0.0,0.0,0.0,0.0,0.0,0.0,4.0,30.666666666666668,7.433333333333334,0.0,1.6666666666666667,-17.333333333333332,10023,NYG,70.66666666666667,7.8,3.8333333333333335,0.22833333333333336,0.038,1.0,2.0,16.333333333333332,1.3333333333333333,1.3333333333333333,3.0,40.666666666666664,17.666666666666668,2.3333333333333335,3.0,1.0,79.0,8.066666666666666,4.5,0.2643333333333333,0.009,3.0,2.0,21.0,0.6666666666666666,0.0,2.6666666666666665,34.666666666666664,32.333333333333336,2.6666666666666665,2.3333333333333335,28.666666666666668,1.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,2.0,0.3333333333333333,0.0,0.0,20.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,12.666666666666666,26.333333333333332,10022,LAR,78.33333333333333,7.266666666666667,4.766666666666667,0.29433333333333334,0.025666666666666667,3.0,1.0,23.0,1.0,1.0,2.3333333333333335,40.666666666666664,24.666666666666668,1.3333333333333333,2.6666666666666665,1.0,80.66666666666667,6.966666666666666,5.566666666666666,0.32766666666666666,0.012666666666666666,3.6666666666666665,1.3333333333333333,26.333333333333332,0.6666666666666666,0.3333333333333333,1.3333333333333333,31.333333333333332,37.0,2.0,1.6666666666666667,15.666666666666666,3.0,2.6666666666666665,2.6666666666666665,1.3333333333333333,1.0,0.3333333333333333,0.0,0.0,11.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,23.666666666666668,29.666666666666668
736,87,4,2020,5547,Wayne Gallman Jr.RB15260879,RB,nyg,a,lar,4.5,4500,Wayne Gallman Jr.RB15260879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,0.8335,10.5,0.0,0.0,2.0,3.5,0.875,0.0,0.0,0.0,10023,NYG,70.66666666666667,7.8,3.8333333333333335,0.22833333333333336,0.038,1.0,2.0,16.333333333333332,1.3333333333333333,1.3333333333333333,3.0,40.666666666666664,17.666666666666668,2.3333333333333335,3.0,1.0,79.0,8.066666666666666,4.5,0.2643333333333333,0.009,3.0,2.0,21.0,0.6666666666666666,0.0,2.6666666666666665,34.666666666666664,32.333333333333336,2.6666666666666665,2.3333333333333335,28.666666666666668,1.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,2.0,0.3333333333333333,0.0,0.0,20.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,12.666666666666666,26.333333333333332,10022,LAR,78.33333333333333,7.266666666666667,4.766666666666667,0.29433333333333334,0.025666666666666667,3.0,1.0,23.0,1.0,1.0,2.3333333333333335,40.666666666666664,24.666666666666668,1.3333333333333333,2.6666666666666665,1.0,80.66666666666667,6.966666666666666,5.566666666666666,0.32766666666666666,0.012666666666666666,3.6666666666666665,1.3333333333333333,26.333333333333332,0.6666666666666666,0.3333333333333333,1.3333333333333333,31.333333333333332,37.0,2.0,1.6666666666666667,15.666666666666666,3.0,2.6666666666666665,2.6666666666666665,1.3333333333333333,1.0,0.3333333333333333,0.0,0.0,11.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,23.666666666666668,29.666666666666668
737,94,4,2020,2816,Dion LewisRB15260879,RB,nyg,a,lar,3.8,4400,Dion LewisRB15260879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.6666666666666667,0.37766666666666665,15.333333333333334,0.0,1.3333333333333333,4.0,7.0,1.0,0.3333333333333333,0.6666666666666666,0.0,10023,NYG,70.66666666666667,7.8,3.8333333333333335,0.22833333333333336,0.038,1.0,2.0,16.333333333333332,1.3333333333333333,1.3333333333333333,3.0,40.666666666666664,17.666666666666668,2.3333333333333335,3.0,1.0,79.0,8.066666666666666,4.5,0.2643333333333333,0.009,3.0,2.0,21.0,0.6666666666666666,0.0,2.6666666666666665,34.666666666666664,32.333333333333336,2.6666666666666665,2.3333333333333335,28.666666666666668,1.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,2.0,0.3333333333333333,0.0,0.0,20.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,12.666666666666666,26.333333333333332,10022,LAR,78.33333333333333,7.266666666666667,4.766666666666667,0.29433333333333334,0.025666666666666667,3.0,1.0,23.0,1.0,1.0,2.3333333333333335,40.666666666666664,24.666666666666668,1.3333333333333333,2.6666666666666665,1.0,80.66666666666667,6.966666666666666,5.566666666666666,0.32766666666666666,0.012666666666666666,3.6666666666666665,1.3333333333333333,26.333333333333332,0.6666666666666666,0.3333333333333333,1.3333333333333333,31.333333333333332,37.0,2.0,1.6666666666666667,15.666666666666666,3.0,2.6666666666666665,2.6666666666666665,1.3333333333333333,1.0,0.3333333333333333,0.0,0.0,11.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,23.666666666666668,29.666666666666668
738,204,4,2020,5767,Darius SlaytonWR15260879,WR,nyg,a,lar,7.8,5000,Darius SlaytonWR15260879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.333333333333333,4.0,0.532,62.666666666666664,0.6666666666666666,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,10023,NYG,70.66666666666667,7.8,3.8333333333333335,0.22833333333333336,0.038,1.0,2.0,16.333333333333332,1.3333333333333333,1.3333333333333333,3.0,40.666666666666664,17.666666666666668,2.3333333333333335,3.0,1.0,79.0,8.066666666666666,4.5,0.2643333333333333,0.009,3.0,2.0,21.0,0.6666666666666666,0.0,2.6666666666666665,34.666666666666664,32.333333333333336,2.6666666666666665,2.3333333333333335,28.666666666666668,1.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,2.0,0.3333333333333333,0.0,0.0,20.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,12.666666666666666,26.333333333333332,10022,LAR,78.33333333333333,7.266666666666667,4.766666666666667,0.29433333333333334,0.025666666666666667,3.0,1.0,23.0,1.0,1.0,2.3333333333333335,40.666666666666664,24.666666666666668,1.3333333333333333,2.6666666666666665,1.0,80.66666666666667,6.966666666666666,5.566666666666666,0.32766666666666666,0.012666666666666666,3.6666666666666665,1.3333333333333333,26.333333333333332,0.6666666666666666,0.3333333333333333,1.3333333333333333,31.333333333333332,37.0,2.0,1.6666666666666667,15.666666666666666,3.0,2.6666666666666665,2.6666666666666665,1.3333333333333333,1.0,0.3333333333333333,0.0,0.0,11.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,23.666666666666668,29.666666666666668
739,258,4,2020,5784,C.J. BoardWR15260879,WR,nyg,a,lar,0.3,3000,C.J. BoardWR15260879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,2.0,0.8333333333333334,19.333333333333332,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10023,NYG,70.66666666666667,7.8,3.8333333333333335,0.22833333333333336,0.038,1.0,2.0,16.333333333333332,1.3333333333333333,1.3333333333333333,3.0,40.666666666666664,17.666666666666668,2.3333333333333335,3.0,1.0,79.0,8.066666666666666,4.5,0.2643333333333333,0.009,3.0,2.0,21.0,0.6666666666666666,0.0,2.6666666666666665,34.666666666666664,32.333333333333336,2.6666666666666665,2.3333333333333335,28.666666666666668,1.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,2.0,0.3333333333333333,0.0,0.0,20.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,12.666666666666666,26.333333333333332,10022,LAR,78.33333333333333,7.266666666666667,4.766666666666667,0.29433333333333334,0.025666666666666667,3.0,1.0,23.0,1.0,1.0,2.3333333333333335,40.666666666666664,24.666666666666668,1.3333333333333333,2.6666666666666665,1.0,80.66666666666667,6.966666666666666,5.566666666666666,0.32766666666666666,0.012666666666666666,3.6666666666666665,1.3333333333333333,26.333333333333332,0.6666666666666666,0.3333333333333333,1.3333333333333333,31.333333333333332,37.0,2.0,1.6666666666666667,15.666666666666666,3.0,2.6666666666666665,2.6666666666666665,1.3333333333333333,1.0,0.3333333333333333,0.0,0.0,11.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,23.666666666666668,29.666666666666668
740,311,4,2020,4701,Evan EngramTE15260879,TE,nyg,a,lar,9.5,4400,Evan EngramTE15260879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,3.6666666666666665,0.5453333333333333,32.0,0.0,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,10023,NYG,70.66666666666667,7.8,3.8333333333333335,0.22833333333333336,0.038,1.0,2.0,16.333333333333332,1.3333333333333333,1.3333333333333333,3.0,40.666666666666664,17.666666666666668,2.3333333333333335,3.0,1.0,79.0,8.066666666666666,4.5,0.2643333333333333,0.009,3.0,2.0,21.0,0.6666666666666666,0.0,2.6666666666666665,34.666666666666664,32.333333333333336,2.6666666666666665,2.3333333333333335,28.666666666666668,1.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,2.0,0.3333333333333333,0.0,0.0,20.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,12.666666666666666,26.333333333333332,10022,LAR,78.33333333333333,7.266666666666667,4.766666666666667,0.29433333333333334,0.025666666666666667,3.0,1.0,23.0,1.0,1.0,2.3333333333333335,40.666666666666664,24.666666666666668,1.3333333333333333,2.6666666666666665,1.0,80.66666666666667,6.966666666666666,5.566666666666666,0.32766666666666666,0.012666666666666666,3.6666666666666665,1.3333333333333333,26.333333333333332,0.6666666666666666,0.3333333333333333,1.3333333333333333,31.333333333333332,37.0,2.0,1.6666666666666667,15.666666666666666,3.0,2.6666666666666665,2.6666666666666665,1.3333333333333333,1.0,0.3333333333333333,0.0,0.0,11.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,23.666666666666668,29.666666666666668
741,348,4,2020,4770,Kaden SmithTE15260879,TE,nyg,a,lar,2,2800,Kaden SmithTE15260879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,1.6666666666666667,0.7223333333333333,9.666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,10023,NYG,70.66666666666667,7.8,3.8333333333333335,0.22833333333333336,0.038,1.0,2.0,16.333333333333332,1.3333333333333333,1.3333333333333333,3.0,40.666666666666664,17.666666666666668,2.3333333333333335,3.0,1.0,79.0,8.066666666666666,4.5,0.2643333333333333,0.009,3.0,2.0,21.0,0.6666666666666666,0.0,2.6666666666666665,34.666666666666664,32.333333333333336,2.6666666666666665,2.3333333333333335,28.666666666666668,1.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,2.0,0.3333333333333333,0.0,0.0,20.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,12.666666666666666,26.333333333333332,10022,LAR,78.33333333333333,7.266666666666667,4.766666666666667,0.29433333333333334,0.025666666666666667,3.0,1.0,23.0,1.0,1.0,2.3333333333333335,40.666666666666664,24.666666666666668,1.3333333333333333,2.6666666666666665,1.0,80.66666666666667,6.966666666666666,5.566666666666666,0.32766666666666666,0.012666666666666666,3.6666666666666665,1.3333333333333333,26.333333333333332,0.6666666666666666,0.3333333333333333,1.3333333333333333,31.333333333333332,37.0,2.0,1.6666666666666667,15.666666666666666,3.0,2.6666666666666665,2.6666666666666665,1.3333333333333333,1.0,0.3333333333333333,0.0,0.0,11.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,23.666666666666668,29.666666666666668
742,379,4,2020,4577,Levine ToiloloTE15260879,TE,nyg,a,lar,0,2500,Levine ToiloloTE15260879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10023,NYG,70.66666666666667,7.8,3.8333333333333335,0.22833333333333336,0.038,1.0,2.0,16.333333333333332,1.3333333333333333,1.3333333333333333,3.0,40.666666666666664,17.666666666666668,2.3333333333333335,3.0,1.0,79.0,8.066666666666666,4.5,0.2643333333333333,0.009,3.0,2.0,21.0,0.6666666666666666,0.0,2.6666666666666665,34.666666666666664,32.333333333333336,2.6666666666666665,2.3333333333333335,28.666666666666668,1.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,2.0,0.3333333333333333,0.0,0.0,20.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,12.666666666666666,26.333333333333332,10022,LAR,78.33333333333333,7.266666666666667,4.766666666666667,0.29433333333333334,0.025666666666666667,3.0,1.0,23.0,1.0,1.0,2.3333333333333335,40.666666666666664,24.666666666666668,1.3333333333333333,2.6666666666666665,1.0,80.66666666666667,6.966666666666666,5.566666666666666,0.32766666666666666,0.012666666666666666,3.6666666666666665,1.3333333333333333,26.333333333333332,0.6666666666666666,0.3333333333333333,1.3333333333333333,31.333333333333332,37.0,2.0,1.6666666666666667,15.666666666666666,3.0,2.6666666666666665,2.6666666666666665,1.3333333333333333,1.0,0.3333333333333333,0.0,0.0,11.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,23.666666666666668,29.666666666666668
743,41,4,2020,2991,Melvin Gordon IIIRB15260873,RB,den,a,nyj,28.8,6900,Melvin Gordon IIIRB15260873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.778,11.333333333333334,0.3333333333333333,0.3333333333333333,14.0,58.0,4.043333333333334,0.3333333333333333,2.3333333333333335,0.0,10014,DEN,76.33333333333333,8.333333333333334,3.8000000000000003,0.20666666666666667,0.021333333333333333,1.6666666666666667,1.0,15.666666666666666,1.0,0.6666666666666666,4.333333333333333,41.333333333333336,21.666666666666668,1.3333333333333333,5.333333333333333,1.0,83.0,7.6000000000000005,4.6000000000000005,0.2363333333333333,0.008333333333333333,2.6666666666666665,1.3333333333333333,19.666666666666668,0.3333333333333333,0.3333333333333333,1.3333333333333333,42.0,27.0,2.3333333333333335,4.666666666666667,25.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.0,10.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,15.0,22.0,10028,NYJ,78.0,7.933333333333334,4.8,0.26366666666666666,0.011999999999999999,3.0,1.6666666666666667,20.666666666666668,0.3333333333333333,0.6666666666666666,2.0,34.666666666666664,30.666666666666668,2.6666666666666665,3.0,1.0,72.33333333333333,7.566666666666667,3.6333333333333333,0.18833333333333332,0.023333333333333334,1.3333333333333333,1.0,13.666666666666666,1.3333333333333333,0.3333333333333333,2.0,34.0,24.333333333333332,1.0,5.333333333333333,9.0,3.6666666666666665,3.6666666666666665,3.6666666666666665,2.6666666666666665,1.6666666666666667,0.0,0.0,0.3333333333333333,13.333333333333334,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,30.666666666666668,12.333333333333334
744,97,4,2020,5620,Royce FreemanRB15260873,RB,den,a,nyj,3.2,4000,Royce FreemanRB15260873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,14.333333333333334,0.0,0.6666666666666666,2.0,8.0,2.89,0.0,0.3333333333333333,0.0,10014,DEN,76.33333333333333,8.333333333333334,3.8000000000000003,0.20666666666666667,0.021333333333333333,1.6666666666666667,1.0,15.666666666666666,1.0,0.6666666666666666,4.333333333333333,41.333333333333336,21.666666666666668,1.3333333333333333,5.333333333333333,1.0,83.0,7.6000000000000005,4.6000000000000005,0.2363333333333333,0.008333333333333333,2.6666666666666665,1.3333333333333333,19.666666666666668,0.3333333333333333,0.3333333333333333,1.3333333333333333,42.0,27.0,2.3333333333333335,4.666666666666667,25.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.0,10.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,15.0,22.0,10028,NYJ,78.0,7.933333333333334,4.8,0.26366666666666666,0.011999999999999999,3.0,1.6666666666666667,20.666666666666668,0.3333333333333333,0.6666666666666666,2.0,34.666666666666664,30.666666666666668,2.6666666666666665,3.0,1.0,72.33333333333333,7.566666666666667,3.6333333333333333,0.18833333333333332,0.023333333333333334,1.3333333333333333,1.0,13.666666666666666,1.3333333333333333,0.3333333333333333,2.0,34.0,24.333333333333332,1.0,5.333333333333333,9.0,3.6666666666666665,3.6666666666666665,3.6666666666666665,2.6666666666666665,1.6666666666666667,0.0,0.0,0.3333333333333333,13.333333333333334,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,30.666666666666668,12.333333333333334
745,152,4,2020,5651,Tim PatrickWR15260873,WR,den,a,nyj,26.3,3700,Tim PatrickWR15260873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.666666666666667,3.3333333333333335,0.7333333333333334,32.0,0.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10014,DEN,76.33333333333333,8.333333333333334,3.8000000000000003,0.20666666666666667,0.021333333333333333,1.6666666666666667,1.0,15.666666666666666,1.0,0.6666666666666666,4.333333333333333,41.333333333333336,21.666666666666668,1.3333333333333333,5.333333333333333,1.0,83.0,7.6000000000000005,4.6000000000000005,0.2363333333333333,0.008333333333333333,2.6666666666666665,1.3333333333333333,19.666666666666668,0.3333333333333333,0.3333333333333333,1.3333333333333333,42.0,27.0,2.3333333333333335,4.666666666666667,25.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.0,10.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,15.0,22.0,10028,NYJ,78.0,7.933333333333334,4.8,0.26366666666666666,0.011999999999999999,3.0,1.6666666666666667,20.666666666666668,0.3333333333333333,0.6666666666666666,2.0,34.666666666666664,30.666666666666668,2.6666666666666665,3.0,1.0,72.33333333333333,7.566666666666667,3.6333333333333333,0.18833333333333332,0.023333333333333334,1.3333333333333333,1.0,13.666666666666666,1.3333333333333333,0.3333333333333333,2.0,34.0,24.333333333333332,1.0,5.333333333333333,9.0,3.6666666666666665,3.6666666666666665,3.6666666666666665,2.6666666666666665,1.6666666666666667,0.0,0.0,0.3333333333333333,13.333333333333334,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,30.666666666666668,12.333333333333334
